f_X1,f_X2,f_X3,f_X4,f_X5,n_label
0.8296513,0.67693895,0.59950423,0.65975916,0.6007787,1.0
0.9125778,1.1330812,1.4927697,0.9837182,0.83246,0.0
1.1678786,0.7715126,0.29541492,0.6649137,0.68697655,0.0
0.79640687,0.9106811,0.92160684,0.9492929,0.94057643,1.0
0.7037604,0.9054866,0.4385545,0.59836227,0.74046284,1.0
1.5538038,3.5208921,1.1782513,2.2571547,2.1005218,0.0
0.7644509,0.8444216,0.93446153,0.80398315,0.7031368,0.0
0.87384164,0.9696662,0.743614,0.8914653,0.752826,0.0
0.65265876,1.2568299,2.05984,1.2979244,1.1529534,1.0
1.6321315,0.8239557,0.8617418,0.93086374,0.83365273,0.0
1.2036614,0.73683584,1.0381054,0.9619875,1.2595329,0.0
0.85201955,0.7031887,0.85729355,0.72590905,0.78973943,1.0
0.91479343,0.5983384,0.8158219,0.75446296,0.7186401,0.0
0.865165,0.9354708,2.422886,1.2594421,0.9816937,1.0
0.7935766,0.96580344,0.4446034,1.0585028,1.2443033,0.0
1.8499185,0.7354782,0.65155214,0.947538,0.7830505,0.0
1.5828247,1.0260078,1.3232247,1.058363,0.9992422,0.0
0.8103881,0.60946023,0.58620864,1.1149652,0.93557096,1.0
0.9053209,0.62392217,0.59754086,0.7459474,0.7037117,1.0
0.7887793,1.1007661,1.1119787,0.8927918,0.855888,1.0
2.037704,2.233248,1.1659338,2.14108,1.8726397,0.0
0.86800325,1.9611046,0.33479768,1.279766,2.1346998,0.0
0.92917615,0.62155026,0.36471993,0.45176467,0.5314313,0.0
1.0008854,1.3614649,1.6684144,1.2770711,1.0410007,1.0
1.2430818,2.1035566,0.41044393,1.6201762,1.3206859,1.0
0.93995655,1.4976672,1.1110306,1.1776232,1.0931106,0.0
9.166144,0.77444804,1.2592986,3.261274,2.5633526,1.0
0.9656693,0.80504197,0.76414686,0.63884634,0.61575216,0.0
0.9095925,0.94548094,0.6925917,1.0661112,0.9749285,0.0
0.8696236,0.8748209,0.9356783,1.0247942,0.8778554,1.0
0.7759498,0.8009795,0.5119087,0.57516223,0.6673672,0.0
0.8982681,0.9695227,0.5402018,0.7508967,0.66124135,0.0
0.96621096,1.04736,0.957777,0.9253285,0.9247368,1.0
0.78242785,0.8615219,1.0611602,0.95337975,0.8069947,0.0
0.8039511,1.1862108,0.8079842,0.9854493,1.0921466,0.0
0.7242996,1.0616938,1.320483,1.6567936,1.4403129,0.0
0.77534765,0.6067451,0.41656315,0.7528539,0.78457165,0.0
0.9013754,0.92199254,0.756276,0.9243558,0.8086371,1.0
0.6642134,1.1863286,0.9520805,0.98011625,1.0218861,0.0
0.74743986,1.034773,0.7246227,1.0201721,0.86792856,1.0
0.880347,1.0269657,0.6359431,0.8117582,0.7262793,1.0
1.0943369,0.594527,0.76906914,0.67908955,0.69288534,0.0
0.8171981,0.6419752,0.66914743,0.6876379,0.65511155,1.0
1.6269202,1.2246222,0.9008986,0.9358131,0.9274429,1.0
0.8698779,0.8421266,1.7900563,1.921762,1.7533059,0.0
1.3559037,1.999219,2.595844,1.6280078,1.3085339,0.0
1.0073555,1.3229511,1.0526824,1.049883,0.99785787,1.0
1.1280079,0.74713796,1.0466383,1.1385846,0.9611732,1.0
1.4644381,0.7085881,0.44469586,1.6116962,1.3764892,1.0
1.8217529,0.732466,0.62529904,0.9470919,0.78362733,0.0
0.8761496,0.75117993,0.91140676,0.8660583,0.7872738,1.0
0.88245094,1.2769884,0.6727336,0.86562693,0.8147864,1.0
0.94399554,0.85892963,0.7586534,1.0508318,0.9450853,0.0
0.66226923,1.1847763,0.9574768,1.7843465,1.4453516,1.0
0.96437734,1.3202666,0.7769076,1.3696959,1.0869553,1.0
1.3783563,1.1021287,1.1419388,1.4151472,1.2901348,1.0
0.9404697,0.7311648,1.2293463,0.9054121,0.87442976,0.0
1.0279962,0.93411326,0.92978424,0.96263,0.80858624,1.0
1.0739357,1.4064081,0.32807562,0.9182882,0.8687243,0.0
0.8663202,1.2703902,0.9277932,1.1603897,0.91472584,0.0
0.8498074,1.1111501,0.82396764,0.8822775,0.8149526,1.0
1.1315086,0.6040197,0.46060428,0.6368119,0.6134195,1.0
1.1590071,1.0482051,0.6420118,0.8134595,0.8236965,1.0
0.9887423,1.0140508,0.60737354,0.7880823,0.7429578,0.0
0.36384887,0.8121218,0.9991145,0.88539165,0.65484375,0.0
0.64115417,0.75374645,0.9167556,0.96451277,0.79899764,1.0
0.7006827,0.9840922,1.6890278,0.93453115,0.77456266,1.0
0.93134725,2.1414917,1.140722,1.4959131,1.1882812,0.0
0.89715636,0.8021886,1.3417127,0.8416684,0.7197214,0.0
7.517125,0.74579066,1.1944954,2.6673706,1.9979291,1.0
0.50443834,1.4384364,0.85209477,0.98947364,0.89505786,0.0
0.89905494,0.91543525,0.8957709,0.7319589,0.64754474,1.0
0.4725371,0.7693815,0.5707158,0.70760185,0.6919136,1.0
0.87751454,1.0559202,0.8896556,0.93186903,1.0453122,1.0
3.4933276,1.2923725,1.3154106,1.5558763,1.4487283,0.0
0.7828782,1.6005298,0.45138556,1.0630119,1.1898141,0.0
0.5656328,1.0975285,0.9182884,0.8818224,1.0741034,0.0
0.7686279,1.6173586,1.9469444,1.2946615,1.0340596,0.0
3.3656702,1.2428341,1.2028862,1.9685131,1.5014834,0.0
1.2001835,0.92860615,0.6567572,0.71984434,1.009787,0.0
1.9034787,1.081591,1.9824035,2.2475445,1.6978468,1.0
4.6594615,0.62105334,0.7789989,1.663724,1.3590931,0.0
1.0038114,0.7563387,0.3952687,0.90536153,0.7965946,1.0
0.46831116,0.9901987,2.0321553,1.2820145,1.0522162,0.0
0.902835,0.94789386,0.1471706,0.7052402,0.69465685,1.0
0.9201928,0.58922476,0.36336413,0.5842995,0.55425316,1.0
1.1289064,0.65792274,0.64445555,0.7228514,0.6489643,1.0
0.8943934,1.0079445,0.8703775,0.78684187,0.8444282,0.0
0.5788946,0.74758357,1.1074277,1.0333782,0.86350375,1.0
0.9360043,0.89773047,1.7142396,1.4557384,1.4543105,0.0
0.9627752,1.0586456,0.46969587,0.9938668,1.7380216,1.0
0.9775182,1.2069944,0.49646878,1.0206658,1.2806244,0.0
2.0172927,1.525085,1.0774044,1.2962736,1.2439964,1.0
0.6598655,0.58749324,0.9102137,0.74321395,0.6594914,0.0
0.5413455,0.87755144,0.81030697,0.79156524,0.77657855,1.0
0.93126285,0.7517537,1.0083506,1.0807362,0.95902437,1.0
0.86329037,0.83370453,1.6415751,1.045472,0.84449273,0.0
1.3874903,0.7843814,0.5012362,1.2218282,1.4326384,0.0
0.90041757,1.1603556,0.8956208,0.89944255,0.8525367,1.0
1.0395589,0.6635375,0.5762014,0.90949297,1.1929014,1.0
0.69114405,1.0762991,0.55708677,0.7123281,0.8477737,1.0
0.99141514,0.82576406,1.5468593,1.35494,1.1495649,0.0
1.983779,1.4999982,0.8435381,0.9770051,1.0199641,1.0
0.88693005,0.60915285,0.69852054,0.66869414,0.6225134,1.0
1.2803357,0.8938935,0.952199,0.9367857,0.9218939,0.0
0.93224126,0.66192377,0.6812666,0.70653105,0.6745235,1.0
0.8448504,0.57198626,0.53367645,0.697837,0.68282354,1.0
1.0619705,1.2549806,1.0436754,0.87872905,0.8949992,1.0
0.6629888,3.115902,1.2384324,1.9263575,1.4837862,0.0
1.1346741,1.3481607,1.1281202,1.075638,0.92817414,1.0
1.0547751,1.1037066,0.93561506,1.0623575,0.9424476,1.0
0.90732896,0.50142914,0.3774419,0.5884636,0.61866933,0.0
0.8595707,0.9491233,0.8361508,0.7934123,0.71163046,1.0
0.98964083,1.2106111,0.9975343,1.0885469,1.2762289,1.0
0.8476237,1.0423651,0.8505225,1.0162251,0.8177252,1.0
1.0249356,0.9478682,0.3148282,1.4299506,1.2661046,0.0
0.8351293,0.5229602,1.4344534,0.94667256,0.8256342,1.0
0.77739793,0.7409956,0.9748825,0.9005312,0.7945161,1.0
1.0405726,0.84061533,0.46935374,0.9465624,0.7969485,1.0
0.90575075,0.62294364,1.063167,0.8033854,0.69364595,0.0
0.6740611,1.192973,0.3587429,1.3002771,1.1353971,0.0
1.1267546,0.7649144,0.6700568,0.8688125,0.80983955,1.0
0.83229685,0.8785708,2.158767,1.2096511,0.9756363,0.0
0.72941273,0.7460109,0.7867932,0.7685407,0.75574523,1.0
0.7385591,1.340748,0.78877866,0.9630018,0.84162635,0.0
1.936251,1.0322167,1.8307223,1.9360272,1.5234643,1.0
1.6012633,0.92251503,1.2007372,1.272089,1.4462353,1.0
0.8400703,1.1426919,2.9679759,1.7217063,1.3777131,0.0
0.9209089,0.7917225,1.5477836,1.0869912,0.92399186,1.0
0.8382652,0.9653834,1.1108646,0.910754,0.86642885,0.0
0.9667526,0.63091487,0.7661324,0.7051658,0.6305594,0.0
1.0499333,1.0461509,0.32471853,0.8990559,0.8552878,1.0
1.0395235,1.170504,0.663409,1.2273992,1.64919,1.0
0.6675078,0.9130428,2.1897545,1.2923058,1.0579549,0.0
0.71434474,0.8072397,0.883888,0.86597496,0.7433292,1.0
1.2031142,1.2931153,1.3687654,0.94208306,0.8816408,1.0
0.9052821,1.057995,0.6068995,0.90678626,0.77580625,0.0
0.909889,0.824007,0.22291957,0.6902642,0.8147023,1.0
0.8832947,0.7156014,0.9619645,0.7013586,0.63524026,0.0
0.5171744,0.8094323,0.9697864,1.0180217,0.928006,0.0
0.8865583,1.7995182,0.9158155,2.4671004,1.9440536,1.0
0.89081615,1.1185681,2.3161843,1.5554956,1.1948333,1.0
0.7633596,1.4441587,1.1493578,1.0724257,0.9610891,1.0
0.7561905,0.7534596,0.47661543,1.0396512,0.9296856,0.0
2.3854175,1.0590657,1.0491904,1.4275384,1.7368348,1.0
1.2220774,0.9953472,0.48571804,1.6585723,1.3165231,1.0
0.8241413,0.9259679,1.7444446,0.97575885,0.8529453,1.0
0.756243,0.70009446,0.79466325,1.1343461,0.98865056,0.0
0.99953073,0.5354703,0.25427738,0.6009024,0.68220764,1.0
0.94331014,1.047488,0.92393756,1.0258204,0.9631519,1.0
0.8949236,1.1273999,1.4489831,0.9907437,0.86614925,0.0
0.8565603,1.0952282,0.87352985,0.77027476,0.74285805,0.0
1.1001627,0.7060728,0.6967618,0.94115204,0.79809034,1.0
0.9288979,1.5289272,1.4872471,1.182629,1.0899665,1.0
1.0447325,0.6586144,1.0146319,1.5050325,1.2929504,1.0
0.68512666,0.67825556,0.97767144,0.93477505,1.2724495,0.0
0.70505923,0.9494973,0.7552157,0.8430575,0.73272,1.0
0.8798487,1.5060637,0.6378054,0.94468856,0.89076215,0.0
9.796415,1.2027885,1.2725247,3.2942302,3.5842748,0.0
0.6166798,1.1676711,0.93850684,1.0081289,0.94518495,1.0
0.6230005,1.3033867,1.5555028,1.19273,1.0788118,1.0
0.80340266,1.0799364,0.9601631,0.80418843,0.76361316,1.0
1.514908,1.0654181,0.9502238,1.1940298,0.99624866,1.0
1.4467405,0.8254721,0.88066435,0.82702863,0.829838,1.0
0.86894745,0.7106476,0.38517377,1.3874081,1.0953375,0.0
1.3158904,0.7694379,1.1386125,1.2301238,0.9974062,1.0
1.0410446,0.8693343,0.867304,0.9559525,0.8603206,1.0
0.91829187,0.8145091,0.86475986,0.9199478,0.7979046,1.0
0.89282316,0.6021806,0.8829714,1.0040866,0.8551196,1.0
0.8666395,0.7000637,0.8212655,0.67081785,0.62591946,0.0
0.8194809,0.6521032,0.8026431,0.64816207,0.7469719,0.0
0.941642,1.0639632,0.5234124,0.99534804,1.1397945,0.0
1.0342724,0.78054947,0.3283095,1.1311665,0.92578286,0.0
0.8838205,1.1635728,1.1248176,1.4454798,1.2877572,1.0
2.3124037,0.9638311,0.54227734,1.13912,1.1685897,1.0
1.5618088,0.91473335,0.8191244,1.0006721,1.0569088,1.0
0.8392983,1.1518362,1.66941,1.3272665,1.0709984,0.0
1.2771997,0.7492025,0.8569222,0.98617804,1.2656724,1.0
1.5761766,0.9297844,0.26125702,0.7026406,0.8040246,1.0
0.7201979,0.4704285,1.041408,0.8659958,0.7514006,0.0
1.0150731,1.2593042,0.75846773,1.1051319,0.98463243,1.0
0.5712181,1.1950734,1.0062174,1.1487451,0.9661024,1.0
1.2027378,1.840486,3.378901,2.679384,1.9759519,0.0
0.7088735,0.9404964,1.5338861,0.9460657,0.8944087,0.0
1.432213,0.64347625,1.5458322,1.2566105,1.1019171,1.0
0.7597802,1.290523,2.041984,1.1581619,0.94559556,0.0
0.54145604,1.0006136,0.35469368,0.9072265,0.819874,0.0
0.8501107,1.277388,0.8927607,0.9533172,0.94297355,1.0
0.3855911,1.2259798,1.619729,1.1893423,0.9586685,1.0
0.91565317,1.1200281,1.6193973,0.971095,0.8838639,0.0
0.92865956,0.8083872,1.2122883,0.87697715,0.7437027,1.0
1.1947671,0.5669863,0.54180413,0.5629495,0.63631564,1.0
1.0125827,1.1511906,1.4305425,1.2765893,1.2256325,1.0
0.9230276,1.0850234,0.9867733,1.0612065,0.9298929,1.0
0.8810563,0.69889057,3.427049,1.7957916,1.4917188,0.0
0.8758748,0.8543345,0.40965226,0.55310726,0.57241565,1.0
1.2534586,0.949861,0.7175506,0.84136796,0.7938083,0.0
0.74926776,0.910425,0.5936813,0.8302439,0.7007318,1.0
1.2116892,0.9764027,0.9219228,0.9817432,0.82641625,1.0
0.8890076,1.446592,0.7567595,0.9020927,0.88698065,1.0
1.3152176,1.3773663,0.8895924,2.59117,2.215198,0.0
0.84060055,1.0922774,0.8429377,1.1040314,1.0112671,0.0
0.51798856,1.1660984,0.99103975,0.9478087,0.79845405,0.0
0.85355675,0.8584225,0.7538212,0.90620035,0.8257398,1.0
1.0384756,0.76825446,1.4974707,0.8899097,0.7487297,0.0
0.90070605,0.708875,0.62116295,0.85586214,1.0032016,0.0
0.6724385,1.3471566,0.85902387,0.99039567,0.9539739,1.0
0.9215828,1.2732897,1.589998,1.0544933,0.9624499,0.0
1.2121568,1.5248698,1.1045439,1.133424,0.99906427,0.0
